,per_rat,time
0,1.0385496390280768,1.522784568574565
1,1.0385555929804864,2.284176852861851
2,1.0385663164320618,14.06037751650504
3,1.0386251140915341,13.85733957402844
4,1.0386380024480697,1.9288604535277842
5,1.0386392514687035,3.0963286227682896
6,1.0386597123647052,3.8069614214364234
7,1.038675344073767,0.6091138274298254
8,1.0386800747604519,0.5583543418106734
9,1.0386871336839048,1.0151897123830425
10,1.0386885450636276,8.882909983351663
11,1.038715274649511,13.908099059647592
12,1.038720858264104,8.629112555255903
13,1.0387542646720869,9.898099695734713
14,1.0387638591151678,5.9896193030599765
15,1.0387662293188447,4.16227782077049
16,1.0387662872905215,9.187466897066578
17,1.0388059269570644,1.3705061117171078
18,1.0388175253225629,5.22822701877269
19,1.0388215019367733,11.217846321832635
20,1.0388353091729206,9.035188440209122
21,1.0388406886437878,11.268605807451786
22,1.0388453562607471,7.004809015443025
23,1.0388509018704508,11.065567864975185
24,1.0388516551272882,10.862529922498585
25,1.0388760399852464,4.3653157632471
26,1.0388767248871096,3.248607079625747
27,1.038881926158771,7.563163357253701
28,1.038885492481182,0.7613922842872819
29,1.0388970867897036,0.7613922842872819
30,1.0389007896862301,3.5531639933406614
31,1.038902640454504,7.157087472300482
32,1.0389074828481815,14.263415458981642
33,1.0389089933215305,3.1978475940065945
34,1.0389229817509227,6.395695188013195
35,1.0389275170233747,1.4720250829554125
36,1.038928457708605,11.877719634881586
37,1.0389541997423255,10.761010951260284
38,1.0389578746066932,13.70506111717099
39,1.0389654751784119,5.126708047534386
40,1.039015107132917,9.695061753258104
41,1.039017973166348,0.812151769906434
42,1.0390232404975497,1.3197466260979553
43,1.0390357564729107,0.5583543418106734
44,1.0390557790338235,2.9440501659108325
45,1.0390625290995914,0.6091138274298254
46,1.0390657825735263,4.517594220104558
47,1.0390680976194706,3.3501260508640516
48,1.0390805650808839,12.74063089040714
49,1.0390938110861658,5.83734084620252
50,1.0390999375799947,17.3597440817498
51,1.0391059069212922,6.294176216774891
52,1.0391154183604505,7.512403871634549
53,1.039115681273345,4.213037306389643
54,1.039137342068223,2.639493252195918
55,1.0391442486181468,0.812151769906434
56,1.0391652511175467,89.48897314656212
57,1.0391690651833245,15.430883628222094
58,1.0391752051258756,6.547973644870653
59,1.0391760297206536,2.994809651529985
60,1.0391839668377125,7.715441814111158
61,1.039190844074396,12.842149861645439
62,1.0392005289966302,16.496832826224246
63,1.0392058377792277,11.014808379356035
64,1.0392064992969117,1.8781009679086318
65,1.0392182034991082,3.756201935817271
66,1.0392246055394392,4.7206321625811665
67,1.0392307636698355,3.9084803926747282
68,1.039231661343028,7.207846957919635
69,1.039245909634432,3.0963286227682896
70,1.0392500154078874,1.3705061117171078
71,1.0392713016843076,8.679872040875054
72,1.0392913760309657,2.639493252195918
73,1.0392926508059388,1.2689871404788031
74,1.0392975450641562,1.3197466260979553
75,1.0393176189456683,5.9896193030599765
76,1.0393271085144005,9.187466897066578
77,1.039331319024748,4.619113191342862
78,1.0393339125879846,2.182657881623546
79,1.039345087539559,15.481643113841244
80,1.0393623696047483,1.8781009679086318
81,1.0393706231873385,2.0811389103852416
82,1.039374004318063,12.131517062977338
83,1.0393742878049828,1.8781009679086318
84,1.0393766689853252,6.547973644870653
85,1.039391242035,7.30936592915794
86,1.0393954088400206,10.507213523164532
87,1.0393971249426253,4.7206321625811665
88,1.0393974375870378,1.522784568574565
89,1.039413584073207,3.6546829645789662
90,1.0394140330138306,9.796580724496406
91,1.0394141876973362,5.380505475630147
92,1.0394143834429284,11.420884264309235
93,1.0394166943734426,2.9440501659108325
94,1.0394412792054868,3.8577209070555756
95,1.039459064084669,5.380505475630147
96,1.0394600477207907,18.527212250990253
97,1.0394734484458343,11.268605807451786
98,1.039488570211985,7.2586064435387865
99,1.0394925212817359,8.832150497732512
100,1.0394973695923204,1.116708683621347
101,1.039499646818978,2.791771709053375
102,1.0395150269333693,4.517594220104558
103,1.0395201561293226,1.675063025432022
104,1.0395255815978122,4.111518335151338
105,1.039528604800277,6.192657245536586
106,1.0395322307285628,3.502404507721509
107,1.0395447231040293,3.248607079625747
108,1.039559852797905,2.4872147953384607
109,1.0395621226947631,0.8629112555255861
110,1.0395622443491168,55.17556086801664
111,1.0395674215173814,4.213037306389643
112,1.0395871499346183,3.8577209070555756
113,1.0396174800702271,24.770628982145716
114,1.0396211015014616,86.747960923128
115,1.0396279704427622,13.34974471783694
116,1.0396313351185331,3.756201935817271
117,1.0396369892657646,4.416075248866252
118,1.039639137993177,5.177467533153538
119,1.0396414786988275,2.0811389103852416
120,1.0396499095611669,8.933669468970816
121,1.039657180332693,1.2689871404788031
122,1.0396684635035034,1.522784568574565
123,1.0396900249221968,3.9084803926747282
124,1.0396917800487075,0.8629112555255861
125,1.0396990868201885,6.446454673632348
126,1.0397259503028238,11.877719634881586
127,1.039737236034603,14.517212887077394
128,1.039738094123676,13.75582060279014
